,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,ElecPopCalib,PV total output,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,Demand_Name2025,DistributionNetwork? 2012,MG_Hybrid_LowLandsFuelCost2025,SA_PV_2025,MG_Hybrid_LowLands2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,Scenario,SA
4500,-1,Bolivia,1,1,4501,265.24237,-7010.1104,-1950.9573,-62.972893000000006,-17.368004,4,1,1,0.6340104,281,0.2245335,9,0,0,1864,1,5.6564307000000005,593,24.241107999999997,836166,25.733,20.563000000000002,0.021,0.021,26.732,0,7.3532767,0,0.452,1,167.91557,10.659788,60.322834,221.18372000000002,583.1207,824.41205,161.76616,0,0,6.149416400000001,0.0,0,0,0.452,1,0,1,Grid2012,2012,4,1,5,5,5,4.05,1.1236313999999998,0.115637586,253.68846000000002,305.23093,289.96936,253.68846000000002,0.021,114.66718,469.50818,0.0,0.021,305.23093,190.56374,3.4190940000000003,3,32159.664,49123.504,LowLands,True,1.0179733,0.94876677,0.7886156999999999,MG_Hybrid_LowLands2025,0.7886156999999999,0.1223,0.0,0,Grid2025,0.1223,80533.38,1,422.60605,Grid2025,9.170421000000001,,,,Other technologies,False
4507,-1,Bolivia,1,1,4508,214.37396,-7118.263000000001,-1881.1735,-63.94444300000001,-16.765043,20,0,1,0.0,231,2.9506812,2,0,0,1829,1,4.0402064,181,19.405018,1383510,64.12100000000001,64.324,27.58,10.044,81.325,0,20.332176,0,0.136,2,129.90141,10.659788,60.322834,221.18372000000002,583.1207,824.41205,103.64071,0,0,7.6085997,18.652107,0,0,0.136,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.033650354,205.03587,246.69348,234.35881,205.03587,27.58,27.88488,458.05242999999996,0.0,10.044,246.69348,218.80861000000002,3.4190940000000003,3,36338.203,40463.49,LowLands,False,1.0898666000000001,0.94758403,0.7770497,MG_Hybrid_LowLands2025,0.7770497,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7770497,195761.02,1,894.66785,MG_Hybrid_LowLands2025,20.386307000000002,6.239286,6.2377934,7.9092283,1 USD/l,False
4511,-1,Bolivia,1,1,4512,592.2535,-7070.1035,-2260.594,-63.51181999999999,-20.018429,4,1,1,0.9236085999999999,794,6.785963499999999,14,0,0,1801,1,2.7954657000000003,352,7.174083,2852610,212.078,120.43,0.085,0.079,120.508,0,3.3933690000000003,0,0.8590000000000001,4,244.91956000000002,10.659788,60.322834,221.18372000000002,583.1207,824.41205,238.16817999999998,0,0,0.0,6.7513766,0,0,0.8590000000000001,0,1,1,MG_Diesel2012,2012,5,1,5,4,5,4.05,1.1236313999999998,0.004374393,566.4551,681.543,647.4659,566.4551,0.085,486.5849,513.12823,0.079,0.079,681.543,194.95811,3.4190940000000003,4,32809.77,104795.03,LowLands,True,1.0179733,1.1194676000000001,0.6661071,MG_Hybrid_LowLands2025,0.6661071,0.31992432,0.08876688,1,Grid2025,0.31992432,57819.184,1,296.57236,Grid2025,9.3558,,,,Other technologies,False
4512,-1,Bolivia,1,1,4513,1431.582,-7037.188,-2078.089,-63.216136999999996,-18.461288,1,1,1,0.12486580000000001,516,2.0594552,13,0,0,1927,1,7.016066,669,39.438354,154881,69.059,45.97,0.322,0.008,46.18899999999999,0,0.203791,0,0.9620000000000001,1,117.46047,10.659788,60.322834,221.18372000000002,583.1207,824.41205,113.52803,0,0,1.1393589,2.7930822,0,0,0.9620000000000001,1,0,1,Grid2012,2012,5,1,3,4,5,3.65,1.0851148000000002,0.20574093,1369.2227,1647.4108,1565.0402,1369.2227,0.322,1317.1921,484.62112,0.0,0.008,1647.4108,330.2185,3.4190940000000003,3,52820.164000000004,247685.28,LowLands,True,1.0044934,0.98590773,0.5374709,MG_Hybrid_LowLands2025,0.5374709,0.1223,0.0,0,Grid2025,0.1223,73207.76,1,221.69489,Grid2025,14.192870000000001,,,,Other technologies,False
4524,-1,Bolivia,1,1,4525,741.2252,-7044.0293,-1917.3239999999998,-63.277595999999996,-17.077645999999998,2,1,1,1.1113723999999998,251,0.5407350000000001,9,0,0,1868,1,5.314087000000001,566,2.0253513,280440,28.24,5.386,0.052000000000000005,0.052000000000000005,5.393,0,5.475091,0,0.74,1,177.15118,10.659788,60.322834,221.18372000000002,583.1207,824.41205,169.55617,0,0,2.2005265,5.394482,0,0,0.74,1,0,1,Grid2012,2012,4,2,5,5,5,4.25,1.1483938999999999,0.095040955,708.9376,852.97406,810.3254,708.9376,0.052000000000000005,524.61383,465.4202,0.0,0.052000000000000005,852.97406,328.36023,3.4190940000000003,3,52545.25,130156.51,LowLands,True,1.0089867000000001,0.8921158000000001,0.6254683000000001,MG_Hybrid_LowLands2025,0.6254683000000001,0.1223,0.0,0,Grid2025,0.1223,90151.445,1,274.5504,Grid2025,14.119000000000002,,,,Other technologies,False
4525,-1,Bolivia,1,1,4526,715.791,-6965.0654,-2192.63,-62.568245,-19.440307999999998,4,0,1,0.0,412,0.5120042,14,0,0,1860,1,5.8987099999999995,683,16.590652,171588,197.822,164.71200000000002,66.156,0.004,176.25799999999998,0,0.4977723,0,0.254,3,123.190605,10.659788,60.322834,221.18372000000002,583.1207,824.41205,115.32571999999999,0,0,2.2787178,5.5861645,0,0,0.254,0,1,1,SA_PV2012,2012,5,1,5,5,5,4.2,1.1418033,0.13092706,684.6113,823.7054,782.5201,684.6113,66.156,173.89128,488.3089,0.004,0.004,823.7054,649.8141,3.4190940000000003,3,100101.06,125826.5,LowLands,False,1.0179733,0.8470827,0.58584166,MG_Hybrid_LowLands2025,0.58584166,0.33737403,0.004567213,1,Grid2025,0.33737403,182277.38,1,280.50696,Grid2025,25.430201999999998,,,,Other technologies,False
4526,-1,Bolivia,1,1,4527,192.57323,-6795.4526,-1881.0533,-61.04459,-16.764004,12,0,1,0.0,454,1.3051686000000002,8,0,0,1875,1,4.168503299999999,550,39.41166,469118,212.982,212.643,6.624,5.073,212.702,0,11.645166,0,0.18899999999999997,2,104.23994,10.659788,60.322834,221.18372000000002,583.1207,824.41205,104.23994,0,0,0.0,0.0,0,0,0.18899999999999997,0,1,1,SA_Diesel2012,2012,3,1,2,5,5,3.3,1.0606391000000002,0.03850135,184.18477,221.606,210.52571,184.18477,6.624,34.81092,463.96625,5.073,5.073,221.606,186.79509,3.4190940000000003,3,31602.132999999998,36752.05,LowLands,False,1.05392,0.94320065,0.8044186,MG_Hybrid_LowLands2025,0.8044186,0.7259465,5.3806224,1,Grid2025,0.7259465,138227.72,1,739.9966,Grid2025,9.011438,,,,0.6 USD/l,False
4528,-1,Bolivia,1,1,4529,257.97542999999996,-6844.9873,-1716.7947,-61.489567,-15.337179999999998,22,0,1,0.0,296,0.724064,8,0,0,1894,1,3.0970504,490,12.434532,220583,300.442,282.48400000000004,60.843,0.018000000000000002,282.916,0,51.592735,0,0.268,2,130.0376,10.659788,60.322834,221.18372000000002,583.1207,824.41205,123.71496599999999,0,0,6.322639499999999,0.0,0,0,0.268,0,1,1,SA_Diesel2012,2012,1,1,2,5,5,3.0,1.0447395000000002,0.008545935,246.7381,296.86843999999996,282.025,246.7381,60.843,66.12581,453.16585999999995,0.018000000000000002,0.018000000000000002,296.86843999999996,230.74261,3.4190940000000003,3,38103.72,47886.36,LowLands,False,1.0988533,0.915064,0.78960335,MG_Hybrid_LowLands2025,0.78960335,0.4664636,0.01880531,1,Grid2025,0.4664636,102691.48,1,445.0477,Grid2025,10.648078,,,,Other technologies,False
4533,-1,Bolivia,1,1,4534,305.2104,-6929.548000000001,-1870.484,-62.249187,-16.67251,10,1,1,0.31341890000000006,610,1.5872936000000002,9,0,0,1859,1,5.638617,548,29.551949,825684,125.22,121.59100000000001,0.033,0.033,121.99600000000001,0,0.2097456,0,0.607,4,116.69264,10.659788,60.322834,221.18372000000002,583.1207,824.41205,98.24763,0,0,5.3441358,13.100885,0,0,0.607,0,1,1,MG_Diesel2012,2012,5,1,5,4,5,4.05,1.1236313999999998,0.11453472,291.9155,351.2246,333.6634,291.9155,0.033,177.1927,468.13187,0.033,0.033,351.2246,174.03191999999999,3.4190940000000003,3,29713.951,55927.8,LowLands,True,1.0449333,0.9711377,0.7634850000000001,MG_Hybrid_LowLands2025,0.7634850000000001,0.39827967,0.037079837000000004,1,Grid2025,0.39827967,67644.02,1,388.68747,Grid2025,8.64954,,,,Other technologies,False
4572,-1,Bolivia,1,1,4573,868.39624,-7075.6016,-2465.502,-63.561209999999996,-21.748259,0,1,1,1.3918586000000002,623,1.7094976999999998,12,0,0,1785,0,4.546954,393,82.79799999999999,1049840,133.579,0.297,0.092,0.091,5.059,0,0.7825006999999999,0,0.8240000000000001,1,225.06566,10.659788,60.322834,221.18372000000002,583.1207,824.41205,223.1874,0,0,1.8782736,0.0,0,0,0.8240000000000001,1,0,1,Grid2012,2012,5,2,3,4,5,3.85,1.10274,0.054689202,830.5691,999.3177,949.3518,830.5691,0.092,684.3889,517.0533,0.0,0.091,999.3177,314.92874,3.4190940000000003,3,50558.2,151806.55,LowLands,True,1.0,1.0643383999999998,0.6092488,MG_Hybrid_LowLands2025,0.6092488,0.1223,0.0,0,Grid2025,0.1223,81478.19,1,258.71945,Grid2025,13.585076,,,,Other technologies,False
4625,-1,Bolivia,1,1,4626,5141.1587,-7556.5737,-1735.3992,-67.88186,-15.499303,4,1,1,3.2607715,422,8.849507000000001,13,0,0,1844,1,0.9508669,149,5.5537043,7224850,0.76,0.76,0.032,0.07200000000000001,0.56,0,1.1344610000000002,2,0.978,1,321.88828,10.659788,60.322834,221.18372000000002,583.1207,824.41205,317.6673,0,0,4.220986,0.0,0,0,0.978,1,0,1,Grid2012,2012,5,4,3,5,5,4.4,1.1699331,2.55e-14,4917.210999999999,5916.2519999999995,5620.4395,4917.210999999999,0.032,4809.032,448.25018,0.0,0.07200000000000001,5916.2519999999995,1107.2195,3.8418381,4,149745.28,782907.0,LowLands,True,1.0179733,1.2678658999999999,0.46764970000000006,MG_Hybrid_LowLands2025,0.46764970000000006,0.1223,0.0,0,Grid2025,0.1223,164874.81,1,148.90887,Grid2025,37.362759999999994,,,,Other technologies,False
4645,-1,Bolivia,1,1,4646,592.2535,-6755.7725,-1860.267,-60.688137,-16.584023000000002,5,1,1,1.8419391,466,0.7100046,13,0,0,1880,1,3.978072,537,54.445354,253967,257.767,257.428,0.087,0.083,257.487,0,0.5193306,0,0.8959999999999999,4,133.22037,10.659788,60.322834,221.18372000000002,583.1207,824.41205,123.71496599999999,0,0,2.754033,6.7513766,0,0,0.8959999999999999,0,1,1,MG_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.031421546,566.4551,681.543,647.4659,566.4551,0.087,507.54373,459.76154,0.083,0.083,681.543,173.99928,3.4190940000000003,3,29709.123,104795.03,LowLands,True,1.0224666999999998,1.0947684,0.6696635,MG_Hybrid_LowLands2025,0.6696635,0.31552604,0.09113807,1,Grid2025,0.31552604,51818.445,1,297.80838,Grid2025,8.648133999999999,,,,Other technologies,False
4646,-1,Bolivia,1,1,4647,4252.416,-7048.4624,-2116.1814,-63.317413,-18.78752,2,1,1,8.38338,471,0.8578816999999999,13,0,0,1882,1,4.618018599999999,669,8.15493,154881,107.57,84.805,0.05,0.05,85.00299999999999,0,0.4737423,2,0.937,1,298.8384,10.659788,60.322834,221.18372000000002,583.1207,824.41205,292.79495,0,0,5.10316,0.9402951999999999,0,0,0.937,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.058026437,4067.1814,4893.52,4648.8438,4067.1814,0.05,3810.949,491.0865,0.0,0.05,4893.52,1082.5709,3.8418381,4,146500.02,648253.2,LowLands,True,1.0089867000000001,0.93737566,0.44998875,MG_Hybrid_LowLands2025,0.44998875,0.1223,0.0,0,Grid2025,0.1223,167923.89,1,155.11584,Grid2025,36.55304,,,,Other technologies,False
4648,-1,Bolivia,1,1,4649,832.06165,-7046.7080000000005,-1781.181,-63.301655000000004,-15.897699,9,1,1,0.702126,206,0.4016532,14,0,0,1868,1,3.7435722,505,37.02624,176816,164.252,140.016,0.21600000000000003,0.217,140.305,0,0.0954541,0,0.8690000000000001,4,108.60887,10.659788,60.322834,221.18372000000002,583.1207,824.41205,101.84302,0,0,1.9602941999999999,4.8055650000000005,0,0,0.8690000000000001,0,1,1,MG_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.023733055,795.8172,957.5052,909.62994,795.8172,0.21600000000000003,691.5652,458.49316,0.217,0.217,957.5052,265.94003,3.4190940000000003,3,43310.82,145620.81,LowLands,True,1.04044,1.0369893000000001,0.6317020999999999,MG_Hybrid_LowLands2025,0.6317020999999999,0.29966894,0.24777129999999997,1,Grid2025,0.29966894,69847.61,1,262.64423,Grid2025,11.865883,,,,Other technologies,False
4651,-1,Bolivia,1,1,4652,4822.327,-7038.138000000001,-1909.2656,-63.224669999999996,-17.008009,0,1,1,13.100361,243,0.0,13,0,0,1878,1,4.8340440000000005,567,6.953583999999999,421543,37.047,11.943,0.162,0.162,12.296,0,0.9924558000000001,2,0.927,1,510.66974000000005,10.659788,60.322834,221.18372000000002,583.1207,824.41205,505.3405,0,0,4.5000596,0.82916945,0,0,0.927,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.06870811,4612.2676,5549.3525,5271.885,4612.2676,0.162,4275.5723,464.98697000000004,0.0,0.162,5549.3525,1273.7804,3.8418381,4,171674.84,734600.7,LowLands,True,1.0,0.922892,0.46215636,MG_Hybrid_LowLands2025,0.46215636,0.1223,0.0,0,Grid2025,0.1223,190802.8,1,149.79253,Grid2025,42.082896999999996,,,,Other technologies,False
4654,-1,Bolivia,1,1,4655,494.15015,-7489.5117,-1632.4625,-67.27943,-14.600722,8,1,1,0.1915531,252,1.4374216999999998,2,0,0,1821,1,2.4221237,109,25.722225,8557470,66.56,0.266,1.901,0.017,32.449,0,0.8430999,0,0.574,1,170.46213,10.659788,60.322834,221.18372000000002,583.1207,824.41205,159.06963000000002,0,0,3.3007896,8.091723,0,0,0.574,1,0,1,Grid2012,2012,5,1,4,5,5,4.0,1.1180711,0.001413325,472.6251,568.64935,540.2169,472.6251,1.901,271.2868,430.07705999999996,0.0,0.017,568.64935,297.36258,3.4190940000000003,3,47959.465,88093.57,LowLands,True,1.0359466,0.9151413,0.6875061,MG_Hybrid_LowLands2025,0.6875061,0.1223,0.0,0,Grid2025,0.1223,96074.555,1,323.08893,Grid2025,12.886792,,,,Other technologies,False
4657,-1,Bolivia,1,1,4658,225.27434,-7455.3594,-1707.2477,-66.97263000000001,-15.253938,12,0,1,0.0,493,14.522201999999998,2,0,0,1721,1,2.5105186,136,8.079994000000001,4084390,9.46,9.46,13.585,11.829,13.838,0,10.495621,0,0.048,3,129.75694,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,7.240442,0.0,0,0,0.048,0,1,1,SA_PV2012,2012,3,1,4,5,4,3.4,1.0669061000000002,0.001921809,215.46142999999998,259.2372,246.27536,215.46142999999998,13.585,10.342149000000001,436.49564000000004,0.0,9.46,259.2372,248.89507000000003,3.4190940000000003,3,40789.19,42319.203,LowLands,False,1.05392,1.007049,0.73149747,MG_Hybrid_LowLands2025,0.73149747,99.0,0.0,0,MG_Hybrid_LowLands2025,0.73149747,203996.12,1,819.60693,MG_Hybrid_LowLands2025,18.10267,6.613086999999999,6.884666999999999,4.6049166,1 USD/l,False
4663,-1,Bolivia,1,1,4664,174.40593,-7430.805,-1730.5082,-66.75206,-15.456694,23,0,1,0.0,274,6.0850215,2,0,0,1805,1,3.1223645,482,25.839893,395799,39.102,39.102,40.58,34.98,46.875,0,39.75323,0,0.042,3,154.79529,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,9.352238,22.92655,0,0,0.042,0,1,1,SA_PV2012,2012,2,1,4,5,5,3.55,1.0773641999999999,0.008976846,166.80885,200.69978,190.6648,166.80885,40.58,7.005972,440.88205,0.0,34.98,200.69978,193.69382,3.4190940000000003,3,32622.729,33659.19,LowLands,False,1.1033467,0.97977906,0.79107994,MG_Hybrid_LowLands2025,0.79107994,99.0,0.0,0,MG_Hybrid_LowLands2025,0.79107994,178882.0,1,923.5298,MG_Hybrid_LowLands2025,15.825460000000001,5.294743,5.6977153,4.833002,1 USD/l,False
4664,-1,Bolivia,1,1,4665,414.2141,-7351.1416,-1322.4445,-66.03643000000001,-11.872749,25,0,1,0.0,143,0.5020619000000001,2,0,0,1884,1,2.4216265999999997,423,24.983067000000002,149271,336.084,222.83599999999998,90.211,74.476,223.033,0,19.665758,0,0.21100000000000002,2,164.27145,10.659788,60.322834,221.18372000000002,583.1207,824.41205,150.68036999999998,0,0,3.9377842000000003,9.653284,0,0,0.21100000000000002,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.001410765,396.17102,476.662,452.8289,396.17102,90.211,83.59209,415.8953,0.0,74.476,476.662,393.0699,3.4190940000000003,3,62118.383,74484.98,LowLands,False,1.1123333,0.86785,0.6836114000000001,MG_Hybrid_LowLands2025,0.6836114000000001,99.0,0.0,0,MG_Hybrid_LowLands2025,0.6836114000000001,291737.34,1,742.2022,MG_Hybrid_LowLands2025,24.388794,12.494287,9.984817,1.909691,1 USD/l,False
4685,-1,Bolivia,1,1,4686,228.90778999999998,-7185.828,-1933.9923,-64.55139,-17.221602999999998,12,0,1,0.0,266,0.3620465,14,0,0,1716,1,2.8676865,194,17.699787,5196390,0.205,1.074,2.4659999999999997,0.015,2.57,0,0.7683378000000001,0,0.0,0,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,3,5,5,5,4.6,1.2032756000000002,0.005216574,218.93661,263.41846,250.24754,218.93661,2.4659999999999997,0.0,457.08505,0.015,0.015,263.41846,263.41846,3.4190940000000003,3,42937.777,42937.777,LowLands,True,1.05392,0.9901796,0.71583647,MG_Hybrid_LowLands2025,0.71583647,0.4122206,0.018049133999999998,1,Grid2025,0.4122206,100332.555,1,380.88657,Grid2025,11.76368,,,,Other technologies,False
4687,-1,Bolivia,1,1,4688,693.9903,-7256.569,-1890.6929,-65.18687,-16.84741,4,1,1,0.1443843,219,1.0860237,11,0,0,1727,0,2.1688297000000003,193,32.11587,8108790,17.495,17.495,0.002,0.002,17.69,0,15.806416,0,0.7170000000000001,1,129.96027,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,2.3503006,0.0,0,0,0.7170000000000001,1,0,1,Grid2012,2012,3,1,1,5,5,3.1,1.0495958,0.000482179,663.7602,798.61786,758.687,663.7602,0.002,475.91607999999997,448.39325,0.0,0.002,798.61786,322.7018,3.4190940000000003,3,51708.14,122115.06,LowLands,True,1.0179733,0.9649521000000001,0.6358919,MG_Hybrid_LowLands2025,0.6358919,0.1223,0.0,0,Grid2025,0.1223,90779.43,1,281.31057999999996,Grid2025,13.894067999999999,,,,Other technologies,False
4697,-1,Bolivia,1,1,4698,196.20668,-7240.6826,-1920.0586,-65.04415999999999,-17.10127,9,0,1,0.0,341,6.0694947,2,0,0,1679,1,2.0675552,193,44.117965999999996,8108790,9.508,9.508,4.072,2.22,17.671,0,9.441111,0,0.055999999999999994,2,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.055999999999999994,0,1,1,SA_Diesel2012,2012,4,1,4,5,5,3.85,1.10274,0.000281998,187.65996,225.78726,214.4979,187.65996,4.072,10.508958,453.79102,2.22,2.22,225.78726,215.27829,3.4190940000000003,3,35815.934,37370.625,LowLands,False,1.04044,1.0322402,0.7552358,MG_Hybrid_LowLands2025,0.7552358,0.54288226,2.448083,1,Grid2025,0.54288226,114131.61,1,530.15845,Grid2025,10.008756,,,,0.2 USD/l,False
4752,-1,Bolivia,1,1,4753,210.74051,-7190.3184,-1944.5215,-64.59173,-17.312479,21,0,1,0.0,401,1.9281800999999998,2,0,0,1687,1,2.8646567000000003,210,26.849686,5941670,8.419,9.902000000000001,11.636,5.82,9.902000000000001,0,12.213073,0,0.121,2,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.121,0,1,1,SA_Diesel2012,2012,3,2,4,5,5,3.9,1.1076348,0.005179322,201.5607,242.51224,230.38662999999997,201.5607,11.636,24.388844,461.45865,5.82,5.82,242.51224,218.1234,3.4190940000000003,3,36236.836,39844.914,LowLands,False,1.09436,1.0273451,0.77686566,MG_Hybrid_LowLands2025,0.77686566,0.70215553,6.4464345000000005,1,Grid2025,0.70215553,152598.52,1,699.59717,Grid2025,10.126377,,,,0.2 USD/l,False
4758,-1,Bolivia,1,1,4759,236.1747,-7191.097,-1932.8049,-64.598724,-17.211351,13,0,1,0.0,248,3.3341792000000003,2,0,0,1707,1,2.6899362,194,17.254701999999998,5196390,1.88,1.88,4.064,0.006,7.254,0,1.8516261999999999,0,0.0,0,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,2,4,5,5,4.2,1.1418033,0.0033103720000000002,225.887,271.78094,258.1919,225.887,4.064,0.0,456.94067,0.006,0.006,271.78094,271.78094,3.4190940000000003,3,44174.92,44174.92,LowLands,True,1.0584133999999998,0.99540025,0.7114875,MG_Hybrid_LowLands2025,0.7114875,0.40756708,0.006850819,1,Grid2025,0.40756708,101901.06,1,374.9382,Grid2025,12.102622,,,,Other technologies,False
4772,-1,Bolivia,1,1,4773,225.27434,-7272.0273,-1902.0804,-65.32574,-16.945895999999998,2,0,1,0.0,256,0.8095173999999999,8,0,0,1705,1,2.1690364,193,12.965547,8108790,4.478,4.478,2.311,0.026000000000000002,15.005999999999998,0,4.1147849999999995,0,0.0,0,127.60996999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,1,2,5,5,3.6,1.0811572,0.00048267300000000003,215.46142999999998,259.2372,246.27536,215.46142999999998,2.311,0.0,451.12683,0.026000000000000002,0.026000000000000002,259.2372,259.2372,3.4190940000000003,3,42319.203,42319.203,LowLands,True,1.0089867000000001,0.99656785,0.7053056,MG_Hybrid_LowLands2025,0.7053056,0.41477984,0.028110087000000002,1,Grid2025,0.41477984,99583.81,1,384.14162999999996,Grid2025,11.59421,,,,Other technologies,False
4779,-1,Bolivia,1,1,4780,290.67657,-7281.9746,-1917.4065,-65.41509,-17.078357999999998,5,0,1,0.0,366,10.668528,2,0,0,1523,1,1.5949422,203,4.2915487,9727050,2.497,2.497,5.194,5.072,8.671,0,8.218363,0,0.0,0,127.60996999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,4,2,4,5,4,3.75,1.0935532,5.21e-06,278.01474,334.49962999999997,317.77466,278.01474,5.194,0.0,460.22253,5.072,2.497,334.49962999999997,334.49962999999997,3.4190940000000003,3,53453.51,53453.51,LowLands,True,1.0224666999999998,1.0942037,0.6641758000000001,MG_Hybrid_LowLands2025,0.6641758000000001,0.52572274,5.5465016,1,Grid2025,0.52572274,163446.31,1,488.62927,Grid2025,14.363051,,,,0.2 USD/l,False
4780,-1,Bolivia,1,1,4781,221.64087999999998,-7161.581,-1945.9929,-64.33358,-17.325176000000003,6,0,1,0.0,280,2.1101490000000003,14,0,0,1723,1,2.676571,211,8.375342999999999,1573260,7.651,7.656000000000001,6.393,3.891,25.11,0,6.0254083,0,0.049,3,128.07793999999998,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,7.3591375,0.0,0,0,0.049,0,1,1,SA_PV2012,2012,4,1,5,5,5,4.05,1.1236313999999998,0.003189204,211.98625,255.05597000000003,242.30317999999997,211.98625,6.393,10.387326,460.17722000000003,3.891,3.891,255.05597000000003,244.66863999999998,3.4190940000000003,3,40163.934,41700.633,LowLands,False,1.02696,1.0058799999999999,0.7268003000000001,MG_Hybrid_LowLands2025,0.7268003000000001,0.57966787,4.37205,1,Grid2025,0.57966787,137490.77,1,561.9468400000001,Grid2025,11.223804,,,,0.2 USD/l,False
4801,-1,Bolivia,1,1,4802,156.23865,-7226.2476,-1914.6193,-64.91449,-17.054276,3,0,1,0.0,248,0.6429424,14,0,0,1712,1,2.313743,194,40.19787,5196390,2.555,2.555,3.466,3.466,28.245,0,2.6104302,0,0.047,2,131.15851,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,10.439707,0.0,0,0,0.047,0,1,1,SA_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.0009281189999999999,149.43292,179.79355,170.80388,149.43292,3.466,7.0233479999999995,450.00467000000003,3.466,2.555,179.79355,172.7702,3.4190940000000003,3,29527.295,30566.326,LowLands,False,1.01348,1.054524,0.78643477,MG_Hybrid_LowLands2025,0.78643477,0.66914207,3.95749,1,Grid2025,0.66914207,118665.31,1,686.8389999999999,Grid2025,8.595205,,,,0.6 USD/l,False
5053,-1,Bolivia,1,1,5054,377.87952,-7548.32,-1733.3048,-67.80771,-15.481057999999999,4,0,1,0.0,405,4.089185,11,0,0,1840,0,1.2503861,149,11.80097,7224850,6.647,6.647,0.74,0.18899999999999997,8.479,0,1.8449473,0,0.385,1,98.36941999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,94.053,0,0,4.3164169999999995,0.0,0,0,0.385,1,0,1,Grid2012,2012,5,2,1,5,5,3.6,1.0811572,8.62e-09,361.4192,434.84952000000004,413.10706,361.4192,0.74,139.14638,444.90216,0.0,0.18899999999999997,434.84952000000004,295.70316,3.4190940000000003,3,47713.965,68299.25,LowLands,True,1.0179733,0.90569144,0.7329045999999999,MG_Hybrid_LowLands2025,0.7329045999999999,0.1223,0.0,0,Grid2025,0.1223,110265.31,1,372.8919,Grid2025,12.820827,,,,Other technologies,False
