,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,ElecPopCalib,PV total output,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,Demand_Name2025,DistributionNetwork? 2012,MG_Hybrid_LowLandsFuelCost2025,SA_PV_2025,MG_Hybrid_LowLands2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,Scenario,SA
875,-1,Bolivia,1,1,876,1765.8601,-6993.132,-1982.6007,-62.820374,-17.64076,2,1,1,16.632666,306,1.0239266,13,0,0,1867,1,5.861379,226,7.2939243000000005,1499700,3.9989999999999997,3.6860000000000004,0.16,0.16,11.719000000000001,0,3.5724857000000005,0,0.9359999999999999,1,584.2215,10.659788,60.322834,221.18372000000002,583.1207,824.41205,581.03345,0,0,0.92367774,2.2643507,0,0,0.9359999999999999,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.12853836,1688.9396,2032.0853,1930.4811,1688.9396,0.16,1580.8475,473.3618,0.0,0.16,2032.0853,451.23782,3.4190940000000003,4,70723.73,304593.97,LowLands,True,1.0089867000000001,0.97990334,0.5163124,MG_Hybrid_LowLands2025,0.5163124,0.1223,0.0,0,Grid2025,0.1223,93449.32,1,207.0955,Grid2025,18.299753,,,,Other technologies,False
878,-1,Bolivia,1,1,879,305.2104,-7053.4,-1747.3307,-63.36176700000001,-15.603207000000001,4,0,1,0.0,194,0.6429424,14,0,0,1863,1,3.1469536,505,40.802036,176816,190.91400000000002,174.218,14.74,14.453,174.497,0,17.361520000000002,0,0.095,4,84.98232,10.659788,60.322834,221.18372000000002,583.1207,824.41205,71.88144,0,0,0.0,13.100885,0,0,0.095,0,1,1,MG_Diesel2012,2012,3,1,5,5,5,3.9,1.1076348,0.009407819,291.9155,351.2246,333.6634,291.9155,14.74,27.731972,456.7072,14.453,14.453,351.2246,323.49265,3.4190940000000003,3,51825.14,55927.8,LowLands,True,1.0179733,0.8945101000000001,0.8244805000000001,MG_Hybrid_LowLands2025,0.8244805000000001,0.50310373,16.008646,1,Grid2025,0.50310373,150926.8,1,466.55402000000004,Grid2025,13.925506,,,,Other technologies,False
890,-1,Bolivia,1,1,891,363.3457,-6997.142,-1874.2406,-62.856396,-16.705034,11,0,1,0.0,236,0.4140143,13,0,0,1887,1,4.823197,544,5.840004,341601,86.306,63.547,25.789,0.07,63.978,0,0.501846,0,0.46,2,93.66719,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,4.4890738,11.004744,0,0,0.46,0,1,1,SA_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.06815316,347.51842999999997,418.12453999999997,397.21832,347.51842999999997,25.789,159.85849,467.6614,0.07,0.07,418.12453999999997,258.26605,3.4190940000000003,3,42175.53,65824.96,LowLands,False,1.0494267,0.9004495000000001,0.7924625,MG_Hybrid_LowLands2025,0.7924625,0.48769754,0.07686343,1,Grid2025,0.48769754,119027.92,1,460.87325999999996,Grid2025,11.554848,,,,Other technologies,False
905,-1,Bolivia,1,1,906,6579.8859999999995,-7263.2363,-1907.5751,-65.246765,-16.993397,1,1,1,12.254232,267,1.1225296999999999,14,0,0,1683,1,2.0803177,193,20.056910000000002,8108790,0.506,0.506,0.005,0.005,9.511000000000001,0,0.8263278000000001,2,0.965,1,318.1296,10.659788,60.322834,221.18372000000002,583.1207,824.41205,314.0495,0,0,3.2980447,0.7820474000000001,0,0,0.965,1,0,1,Grid2012,2012,5,2,5,5,5,4.4,1.1699331,0.000302975,6293.2676,7571.8853,7193.291,6293.2676,0.005,6073.0034,450.69812,0.0,0.005,7571.8853,1498.8818,3.8418381,4,201311.9,1000889.25,LowLands,True,1.0044934,1.0298225,0.44886103,MG_Hybrid_LowLands2025,0.44886103,0.1223,0.0,0,Grid2025,0.1223,210483.84,1,140.42725,Grid2025,49.347874,,,,Other technologies,False
922,-1,Bolivia,1,1,923,203.47359,-7418.5019999999995,-1653.2765,-66.64154,-14.782723999999998,7,0,1,0.0,193,2.2885953999999997,2,0,0,1850,1,3.1647537,460,17.789545,339461,12.572000000000001,12.144,52.85,4.268,20.079,0,11.45769,0,0.125,2,130.5327,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,8.016204,0.0,0,0,0.125,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.009727469,194.61032,234.14975,222.44226,194.61032,52.85,24.32629,426.81766,4.268,4.268,234.14975,209.82346,3.4190940000000003,3,35008.945,38607.77,LowLands,False,1.0314534,0.9559466,0.7665404,MG_Hybrid_LowLands2025,0.7665404,0.6456265999999999,4.6488949999999996,1,Grid2025,0.6456265999999999,135041.44,1,643.5955,Grid2025,9.982901,,,,0.6 USD/l,False
1044,-1,Bolivia,1,1,1045,1637.9971,-7038.302,-1746.9742,-63.22614300000001,-15.600104,8,1,1,1.687634,197,0.8095173999999999,11,0,0,1873,0,3.5062597,505,27.388142,176816,198.672,174.077,0.125,0.131,174.38400000000001,0,15.270446,2,0.759,4,67.408714,10.659788,60.322834,221.18372000000002,583.1207,824.41205,63.971830000000004,0,0,0.9957806,2.441107,0,0,0.759,0,1,1,MG_Diesel2012,2012,3,1,1,5,5,3.1,1.0495958,0.01713443,1566.6462,1884.9453,1790.6981,1566.6462,0.125,1189.0846,458.35400000000004,0.131,0.131,1884.9453,695.86084,3.8418381,3,95585.4,252141.39,LowLands,True,1.0359466,0.95900494,0.5270069000000001,MG_Hybrid_LowLands2025,0.5270069000000001,0.25908768,0.13749705,1,Grid2025,0.25908768,125919.94,1,180.95563,Grid2025,24.28302,,,,Other technologies,False
1046,-1,Bolivia,1,1,1047,3542.6206,-7011.234,-2043.6528,-62.982983,-18.165827,2,0,1,0.0,368,0.7842169,12,0,0,1915,0,6.692692,652,22.477242,258330,42.852,12.052999999999999,5.354,5.257000000000001,28.688000000000002,0,5.0469074,0,0.887,2,328.99672999999996,10.659788,60.322834,221.18372000000002,583.1207,824.41205,328.99672999999996,0,0,0.0,0.0,0,0,0.887,0,1,1,SA_Diesel2012,2012,4,1,3,5,5,3.65,1.0851148000000002,0.1836843,3388.3047,4076.7144,3872.8787,3388.3047,5.354,3005.4263,478.88485999999995,5.257000000000001,5.257000000000001,4076.7144,1071.288,3.4190940000000003,4,162453.81,607075.94,LowLands,False,1.0089867000000001,0.92122245,0.7204302,MG_Hybrid_LowLands2025,0.7204302,0.5306503,5.7044487,1,Grid2025,0.5306503,496519.75,1,463.47925,Grid2025,40.53365,,,,0.2 USD/l,False
1054,-1,Bolivia,1,1,1055,4638.999,-7079.866,-1920.7566,-63.599518,-17.1073,1,1,1,6.173223,277,1.62182,13,0,0,1827,1,4.9933796,554,31.986593,136115,33.835,33.504,0.031,0.031,37.114000000000004,0,0.9588061999999999,2,0.9470000000000001,1,283.6587,10.659788,60.322834,221.18372000000002,583.1207,824.41205,277.87155,0,0,4.677897,1.1092442,0,0,0.9470000000000001,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.07707466,4436.9253,5338.3853,5071.4663,4436.9253,0.031,4201.768,464.5894,0.0,0.031,5338.3853,1136.6172,3.8418381,4,153615.8,706824.56,LowLands,True,1.0044934,0.9655944,0.46744573,MG_Hybrid_LowLands2025,0.46744573,0.1223,0.0,0,Grid2025,0.1223,172920.17,1,152.13582,Grid2025,38.328487,,,,Other technologies,False
1065,-1,Bolivia,1,1,1066,1885.7642,-7008.044,-1992.3658,-62.954330000000006,-17.72485,0,1,1,1.3231211,343,0.8095173999999999,13,0,0,1873,1,6.405075599999999,226,25.075253,1499700,2.36,2.086,0.38799999999999996,0.38799999999999996,15.773,0,0.7344843000000001,0,0.871,1,474.26086,10.659788,60.322834,221.18372000000002,583.1207,824.41205,471.27554000000003,0,0,0.8649468000000001,2.1203743999999998,0,0,0.871,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.16424121,1803.6207,2170.0664,2061.563,1803.6207,0.38799999999999996,1570.9536,473.6575,0.0,0.38799999999999996,2170.0664,599.1127299999999,3.4190940000000003,4,92600.32,325006.84,LowLands,True,1.0,0.95900494,0.5345842,MG_Hybrid_LowLands2025,0.5345842,0.1223,0.0,0,Grid2025,0.1223,125277.9,1,209.10571000000002,Grid2025,23.524675,,,,Other technologies,False
1079,-1,Bolivia,1,1,1080,156.23865,-7497.1733,-1621.9724,-67.34826,-14.508937,16,0,1,0.0,237,1.2255338,8,0,0,1817,1,2.7367594,109,16.794373999999998,8557470,78.756,0.245,1.367,0.46399999999999997,20.683000000000003,0,0.5518684,0,0.0,0,159.06963000000002,10.659788,60.322834,221.18372000000002,583.1207,824.41205,159.06963000000002,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,1,2,5,5,3.6,1.0811572,0.003758669,149.43292,179.79355,170.80388,149.43292,1.367,0.0,430.36478,0.46399999999999997,0.245,179.79355,179.79355,3.4190940000000003,3,30566.326,30566.326,LowLands,True,1.0718933000000002,0.9733083,0.7909984999999999,MG_Hybrid_LowLands2025,0.7909984999999999,0.49236637,0.50165695,1,Grid2025,0.49236637,87770.95,1,488.17633,Grid2025,8.716076,,,,0.2 USD/l,False
1084,-1,Bolivia,1,1,1085,218.00742000000002,-7296.955,-1189.7676,-65.54966,-10.696381,4,0,1,0.0,127,3.611542,2,0,0,1863,1,1.9431243999999999,18,4.439905,8240830,473.222,345.55,66.656,14.27,345.595,0,7.848421000000001,0,0.16699999999999998,2,211.80199,10.659788,60.322834,221.18372000000002,583.1207,824.41205,211.80199,0,0,0.0,0.0,0,0,0.16699999999999998,0,1,1,SA_Diesel2012,2012,4,1,4,5,5,3.85,1.10274,0.000130154,208.51106000000001,250.87472999999997,238.331,208.51106000000001,66.656,34.821346000000005,412.15308,0.0,14.27,250.87472999999997,216.05337999999998,3.4190940000000003,3,35930.598,41082.06,LowLands,False,1.0179733,0.9302905,0.76325595,MG_Hybrid_LowLands2025,0.76325595,99.0,0.0,0,MG_Hybrid_LowLands2025,0.76325595,185006.95,1,856.30206,MG_Hybrid_LowLands2025,12.373636999999999,4.9092684,6.1783957,1.2859731,1 USD/l,False
1086,-1,Bolivia,1,1,1087,199.84013000000002,-7240.316,-1760.2499,-65.04086,-15.715653,8,0,1,0.0,168,0.3175367,14,0,0,1851,1,3.3987768,155,28.949133000000003,9580080,95.932,96.338,68.503,47.979,100.25200000000001,0,50.19278,0,0.127,3,97.421104,10.659788,60.322834,221.18372000000002,583.1207,824.41205,89.259155,0,0,8.161953,0.0,0,0,0.127,0,1,1,SA_PV2012,2012,1,1,5,5,5,3.6,1.0811572,0.014539152,191.13515,229.9685,218.47007999999997,191.13515,68.503,24.274162,437.7279,0.0,47.979,229.9685,205.69433999999998,3.4190940000000003,3,34398.082,37989.195,LowLands,False,1.0359466,0.95543015,0.7717714,MG_Hybrid_LowLands2025,0.7717714,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7717714,182091.11,1,885.2510000000001,MG_Hybrid_LowLands2025,15.520042000000002,4.984406,5.955721,4.5799155,1 USD/l,False
1089,-1,Bolivia,1,1,1090,4204.5913,-7435.576,-1572.5709,-66.794914,-14.076170000000001,7,1,1,4.4935412,170,0.7100046,13,0,0,1912,1,3.683499,440,7.309294,210745,93.11,78.646,0.018000000000000002,0.033,90.883,0,1.1999308000000002,2,0.973,1,301.44113,10.659788,60.322834,221.18372000000002,583.1207,824.41205,295.05606,0,0,5.161206,1.2238486000000002,0,0,0.973,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.021949667000000003,4021.44,4838.485,4596.561,4021.44,0.018000000000000002,3912.861,418.41776,0.0,0.033,4838.485,925.6239,3.8418381,4,125836.23,641007.25,LowLands,True,1.0314534,1.2227743999999998,0.48357302,MG_Hybrid_LowLands2025,0.48357302,0.1223,0.0,0,Grid2025,0.1223,144151.03,1,155.73391999999998,Grid2025,31.397242,,,,Other technologies,False
1091,-1,Bolivia,1,1,1092,3128.5347,-7199.194,-1454.8053,-64.67146,-13.041213,7,1,1,5.9853163,140,0.673573,9,0,0,1900,1,3.1676514,433,95.83934,301052,208.485,116.745,179.247,0.08800000000000001,116.77,0,0.4069205,2,0.98,4,382.18298,10.659788,60.322834,221.18372000000002,583.1207,824.41205,326.7118,0,0,6.936397,48.53479,0,0,0.98,0,1,1,MG_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.009780117,2992.2563,3600.1997,3420.1897,2992.2563,179.247,2932.4111,411.13403,0.08800000000000001,0.08800000000000001,3600.1997,667.7886,3.8418381,4,91889.38,477973.4,LowLands,True,1.0314534,1.2528698,0.54960966,MG_Hybrid_LowLands2025,0.54960966,0.24474627,0.10047869,1,Grid2025,0.24474627,112574.04,1,168.57736,Grid2025,23.344065,,,,Other technologies,False
1175,-1,Bolivia,1,1,1176,2307.5435,-7519.8965,-1235.7697,-67.55238,-11.104804,2,1,1,1.0240026,173,0.5680141,13,0,0,1862,1,2.3754525,29,21.51332,4990640,439.353,367.042,127.38,0.239,366.986,0,0.1553071,2,0.846,4,353.98303,10.659788,60.322834,221.18372000000002,583.1207,824.41205,278.776,0,0,9.404269000000001,65.80278,0,0,0.846,0,1,1,MG_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.001186762,2207.0273,2655.434,2522.6624,2207.0273,127.38,1867.145,420.70508,0.239,0.239,2655.434,788.2889,3.8418381,4,107754.57,353584.66,LowLands,True,1.0089867000000001,0.9646703999999999,0.52215004,MG_Hybrid_LowLands2025,0.52215004,0.2611009,0.2624337,1,Grid2025,0.2611009,143346.47,1,181.8451,Grid2025,27.374540000000003,,,,Other technologies,False
1235,-1,Bolivia,1,1,1236,257.97542999999996,-7000.5109999999995,-2137.7686,-62.88666,-18.972115,10,0,1,0.0,379,0.5120042,4,0,0,1876,1,5.6013427,669,44.788578,154881,134.284,106.47200000000001,45.056999999999995,45.056999999999995,112.11200000000001,0,43.55352,0,0.085,2,121.64836000000001,10.659788,60.322834,221.18372000000002,583.1207,824.41205,115.32571999999999,0,0,6.322639499999999,0.0,0,0,0.085,0,1,1,SA_Diesel2012,2012,2,1,4,5,5,3.55,1.0773641999999999,0.112237275,246.7381,296.86843999999996,282.025,246.7381,45.056999999999995,20.972738,486.52267,0.0,45.056999999999995,296.86843999999996,275.8957,3.4190940000000003,3,44783.655999999995,47886.36,LowLands,False,1.0449333,0.90572935,0.71483195,MG_Hybrid_LowLands2025,0.71483195,99.0,0.0,0,MG_Hybrid_LowLands2025,0.71483195,223297.61,1,809.3552,MG_Hybrid_LowLands2025,28.194077000000004,8.108957,7.4653826,12.619736999999999,1 USD/l,False
1241,-1,Bolivia,1,1,1242,4945.8745,-7001.651999999999,-1932.974,-62.896907999999996,-17.212812,0,1,1,1.2271806,258,0.5020619000000001,13,0,0,1889,1,5.089054,198,10.476006,2159140,41.19,37.073,0.43,0.43,40.49,0,1.3664916,2,0.972,1,400.69165,10.659788,60.322834,221.18372000000002,583.1207,824.41205,365.60312000000005,0,0,4.3876485999999995,30.700895000000003,0,0,0.972,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.08228384,4730.433,5691.526,5406.9497,4730.433,0.43,4597.981,469.36295,0.0,0.43,5691.526,1093.5449,3.8418381,4,147944.86,753319.4,LowLands,True,1.0,1.2376626,0.46472862,MG_Hybrid_LowLands2025,0.46472862,0.1223,0.0,0,Grid2025,0.1223,164170.55,1,150.12694,Grid2025,36.913540000000005,,,,Other technologies,False
1242,-1,Bolivia,1,1,1243,316.11075,-6984.388000000001,-1904.3105,-62.741825,-16.965176,11,0,1,0.0,249,0.8637367,8,0,0,1882,1,5.054728,197,23.929419,1439350,72.508,58.198,12.765999999999998,7.196000000000001,58.58,0,11.396243,0,0.575,3,78.17336999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,0.0,0.0,0,0,0.575,0,1,1,SA_PV2012,2012,3,1,2,5,5,3.3,1.0606391000000002,0.08039946,302.34103,363.76833999999997,345.57993,302.34103,12.765999999999998,173.8461,469.56305,0.0,7.196000000000001,363.76833999999997,189.92226000000002,3.4190940000000003,3,32064.764,57783.52,LowLands,False,1.0494267,0.93969244,0.88873357,MG_Hybrid_LowLands2025,0.88873357,99.0,0.0,0,MG_Hybrid_LowLands2025,0.88873357,197662.61,1,1040.7554,MG_Hybrid_LowLands2025,19.755770000000002,5.0866747000000005,5.616664,9.052432000000001,1 USD/l,False
1278,-1,Bolivia,1,1,1279,465.0825,-7300.22,-1223.195,-65.57899499999999,-10.993217999999999,3,0,1,0.0,131,0.3620465,14,0,0,1864,1,2.177129,18,37.768209999999996,8240830,439.66900000000004,312.293,53.42100000000001,25.258000000000003,312.347,0,0.5277498,0,0.695,4,223.90653999999998,10.659788,60.322834,221.18372000000002,583.1207,824.41205,211.80199,0,0,3.507089,8.597456,0,0,0.695,0,1,1,MG_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.000502273,444.8236,535.1994,508.43945,444.8236,53.42100000000001,309.1524,411.67199999999997,25.258000000000003,25.258000000000003,535.1994,226.04701,3.4190940000000003,3,37409.055,83144.99,LowLands,True,1.01348,0.9297914,0.69193,MG_Hybrid_LowLands2025,0.69193,0.35374543,28.839665999999998,1,Grid2025,0.35374543,73695.445,1,326.01822000000004,Grid2025,10.453953,,,,Other technologies,False
1303,-1,Bolivia,1,1,1304,4495.525,-7164.994000000001,-1937.5376,-64.364235,-17.252207000000002,4,1,1,1.0838290000000002,242,0.673573,13,0,0,1739,1,3.1106946,210,2.6815412,5941670,0.159,0.163,0.037000000000000005,0.009000000000000001,18.213,0,1.5219439,2,0.879,1,309.62018,10.659788,60.322834,221.18372000000002,583.1207,824.41205,303.64835,0,0,4.8271914,1.1446456,0,0,0.879,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.008776589,4299.7007,5173.281,4914.6167,4299.7007,0.037000000000000005,3779.437,457.1665,0.0,0.009000000000000001,5173.281,1393.8438,3.8418381,4,187482.48,685086.75,LowLands,True,1.0179733,0.9966596999999999,0.44988394,MG_Hybrid_LowLands2025,0.44988394,0.1223,0.0,0,Grid2025,0.1223,212200.14,1,152.24098,Grid2025,45.957848,,,,Other technologies,False
1393,-1,Bolivia,1,1,1394,661.2892,-7061.036,-1923.7129,-63.430369999999996,-17.132837,0,1,1,0.5235496000000001,261,0.7646921,9,0,0,1845,1,4.9628587,570,15.142017999999998,563063,25.121,20.364,0.051,0.051,20.736,0,0.36547540000000006,0,0.9229999999999999,1,112.15378999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,103.64071,0,0,2.4665241,6.0465627,0,0,0.9229999999999999,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.07544155,632.4836,760.9867,722.9373,632.4836,0.051,583.78235,465.36975,0.0,0.051,760.9867,177.20435,3.4190940000000003,3,30183.28,116547.91,LowLands,True,1.0,1.1155363,0.6516758,MG_Hybrid_LowLands2025,0.6516758,0.1223,0.0,0,Grid2025,0.1223,50864.047,1,287.0361,Grid2025,8.786159,,,,Other technologies,False
1413,-1,Bolivia,1,1,1414,1645.9560000000001,-7092.5674,-1942.0465,-63.71362,-17.291122,7,1,1,1.2700773,289,1.1708665,9,0,0,1827,1,4.9007254,215,19.869656,6564200,13.898,11.29,0.20600000000000002,0.20600000000000002,18.265,0,4.760675,0,0.797,1,383.34225,10.659788,60.322834,221.18372000000002,583.1207,824.41205,382.3513,0,0,0.99096555,0.0,0,0,0.797,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.07216111,1574.2585,1894.1042,1799.3989,1574.2585,0.20600000000000002,1254.6841,465.13382,0.0,0.20600000000000002,1894.1042,639.42017,3.4190940000000003,4,98563.38,284181.06,LowLands,True,1.0314534,0.98315066,0.5163194999999999,MG_Hybrid_LowLands2025,0.5163194999999999,0.1223,0.0,0,Grid2025,0.1223,125162.625,1,195.74393999999998,Grid2025,25.039564000000002,,,,Other technologies,False
1417,-1,Bolivia,1,1,1418,214.37396,-6999.1885,-1853.6395,-62.87478,-16.526602,3,0,1,0.0,229,0.1420079,9,0,0,1887,1,4.46226,544,25.576473,341601,103.02600000000001,78.862,12.997,10.408,79.281,0,12.276633,0,0.0,0,78.17336999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,3,1,5,5,5,3.9,1.1076348,0.050831206,205.03587,246.69348,234.35881,205.03587,12.997,0.0,467.0437,0.0,10.408,246.69348,246.69348,3.4190940000000003,3,40463.49,40463.49,LowLands,True,1.01348,0.9184585,0.71552366,MG_Hybrid_LowLands2025,0.71552366,99.0,0.0,0,MG_Hybrid_LowLands2025,0.71552366,200993.8,1,814.7511599999999,MG_Hybrid_LowLands2025,22.5031,6.531445,6.8373857000000005,9.134269999999999,1 USD/l,False
1435,-1,Bolivia,1,1,1436,181.67285,-7113.0786,-1706.0559,-63.89787,-15.243544,23,0,1,0.0,180,1.285723,9,0,0,1868,1,3.412543,491,27.164565999999997,162591,119.501,116.07700000000001,0.183,0.042,116.06299999999999,0,0.0566934,0,0.0,0,80.5703,10.659788,60.322834,221.18372000000002,583.1207,824.41205,80.5703,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,1,5,5,5,4.2,1.1418033,0.014857902,173.75922,209.06226999999998,198.60916,173.75922,0.183,0.0,444.10394,0.042,0.042,209.06226999999998,209.06226999999998,3.4190940000000003,3,34896.336,34896.336,LowLands,True,1.1033467,0.94673514,0.77188927,MG_Hybrid_LowLands2025,0.77188927,0.44730010000000003,0.047955737000000005,1,Grid2025,0.44730010000000003,90088.46,1,430.91687,Grid2025,9.95079,,,,Other technologies,False
1440,-1,Bolivia,1,1,1441,436.01482999999996,-7375.1016,-1573.6143,-66.25166,-14.0853195,7,0,1,0.0,160,0.44906009999999996,9,0,0,1895,1,3.9033248,448,40.30079,314325,85.501,85.132,60.288000000000004,59.533,98.939,0,6.1329308,0,0.792,2,167.60437,10.659788,60.322834,221.18372000000002,583.1207,824.41205,163.86348,0,0,3.7408949999999996,0.0,0,0,0.792,0,1,1,SA_Diesel2012,2012,4,1,5,5,5,4.05,1.1236313999999998,0.028846001,417.02213,501.74945,476.662,417.02213,60.288000000000004,330.28152,411.83337,0.0,59.533,501.74945,171.46793,3.4190940000000003,3,29334.635,78196.414,LowLands,False,1.0314534,0.95268863,1.0133296999999999,SA_PV_2025,0.95268863,99.0,0.0,0,SA_PV_2025,0.95268863,163507.7,1,953.576,SA_PV_2025,32.250040000000006,,,,0.6 USD/l,True
1448,-1,Bolivia,1,1,1449,864.76276,-7263.6797,-1486.4576,-65.25074000000001,-13.319829,3,0,1,0.0,141,0.5680141,9,0,0,1911,1,3.7711842000000004,463,162.49743999999998,240519,175.30900000000003,52.683,151.75799999999998,0.057,52.717,0,16.358220000000003,0,0.87,4,149.7,10.659788,60.322834,221.18372000000002,583.1207,824.41205,143.18999,0,0,1.8861655,4.623842,0,0,0.87,0,1,1,MG_Diesel2012,2012,3,1,5,5,5,3.9,1.1076348,0.024578387,827.0939,995.1364,945.3796,827.0939,151.75799999999998,719.57166,412.06503,0.057,0.057,995.1364,275.56473,3.4190940000000003,3,44734.695,151187.97,LowLands,True,1.01348,1.0136557,0.61923206,MG_Hybrid_LowLands2025,0.61923206,0.29747277,0.063135184,1,Grid2025,0.29747277,71511.945,1,259.51052999999996,Grid2025,12.255982000000001,,,,Other technologies,False
1551,-1,Bolivia,1,1,1552,163.50557,-7500.868,-1294.9847,-67.38145,-11.629684,7,0,1,0.0,181,4.1136026,2,0,0,1860,1,2.3319535,425,26.745161,291208,377.515,308.85200000000003,138.26,21.541999999999998,308.79900000000004,0,21.883620999999998,0,0.044000000000000004,2,47.013332,10.659788,60.322834,221.18372000000002,583.1207,824.41205,47.013332,0,0,0.0,0.0,0,0,0.044000000000000004,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.000999797,156.3833,188.15605,178.74825,156.3833,138.26,6.880864999999999,418.36852999999996,0.0,21.541999999999998,188.15605,181.27518,3.4190940000000003,2,30785.517999999996,31803.472999999998,LowLands,False,1.0314534,0.9508071,0.78325003,MG_Hybrid_LowLands2025,0.78325003,99.0,0.0,0,MG_Hybrid_LowLands2025,0.78325003,164780.0,1,909.0047599999999,MG_Hybrid_LowLands2025,11.15066,3.9340224000000004,5.430587,1.7860506999999999,1 USD/l,False
